,EMB,TRPS1,FGF13,CCL4,GRAMD3,DENND4A,IRF8,ARHGAP31,DGAT1,PHF11B,ITGB1,LAG3,CXCR3,TCF12,TMEM163,USP18,CXCL10,PKP4,TNFRSF4,DNAJC15,CCND3,RBPJ,MIF,SLFN5,MTCYTB,ITGAV,REL,TNFAIP3,NRGN,TXNIP,MTCO3,IFNGR1,ST6GALNAC3,NKG7,RSAD2,XCL1,UTRN,CCL5,STAT4,NPM1,IFIT3,JUN,EEA1,IFI209,ARL15,ZBTB20,IFIT1,HAVCR2,HSPA1A,HSPA1B,GPR183,CXCR6,NEURL3,VPS37B,EIF5A,PLXNC1,ISG15,S100A10,SETBP1,KLF2,MTATP6,CRIP1,HERC6,RNF213,MTND2,ISG20,RGS16,MTCO2,RPS2,UBA52,CRTAM,ABCB1B,TNFRSF9,CHN2,KDM2B,CCL3,IFIT1BL1
Monocytes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
