,CXCL10,IFIT3,RNF213,IFI209,IFIT1BL1,IFIT1,ISG20,SLFN5,HERC6,PHF11B,RSAD2,ISG15,USP18
Monocytes,3,0,0,0,0,0,0,0,0,0,0,5,0
