,TMEM176B,MYO1E,CLNK,ZBTB16,IGF1R,TMEM176A,IL1R1,ADAM12,IL23R,LARGE1,IL7R,PLCB4,PARD3
Endothelial cells,0,0,0,0,4,0,0,0,0,0,0,0,0
