,CEP128,CENPP,KIF11,NUSAP1,KIF4,DIAPH3,MKI67,RAD51B,CENPE,PRC1,TOP2A,CIT,CENPF
Neurons,0,0,0,0,0,0,0,0,0,0,0,9,0
