Species,Gene,Study/sample identifier,Cluster Index,Sampled Tissue,Inferred Cell Type,Rank
Homo_sapiens	GPR183	SRA767234_SRS3741870	1	Tonsil CD14+ cells	Dendritic cells	450
Homo_sapiens	GPR183	SRA779509_SRS3805268	14	Bone marrow	Dendritic cells	455
Homo_sapiens	GPR183	SRA703206_SRS3296614	19	Colon (Ulcerative Colitis)	T cells	470
Homo_sapiens	GPR183	SRA779509_SRS3805247	15	Bone marrow	Langerhans cells	470
Homo_sapiens	GPR183	SRA779509_SRS3805248	13	Bone marrow	Dendritic cells	470
Homo_sapiens	GPR183	SRA728025_SRS3454421	10	Inflamed area of colon	T cells	477
Homo_sapiens	GPR183	SRA711898_SRS3349280	1	Tonsil	Dendritic cells	479
Homo_sapiens	GPR183	SRA621638_SRS2610283	2	Bone marrow	T cells	480
Homo_sapiens	GPR183	SRA711898_SRS3349280	2	Tonsil	Dendritic cells	513
Homo_sapiens	GPR183	SRA667709_SRS3065428	13	Testicle	Dendritic cells	529
Homo_sapiens	GPR183	SRA749327_SRS3693911	9	PBMC	Dendritic cells	570
Homo_sapiens	GPR183	SRA767234_SRS3741870	3	Tonsil CD14+ cells	Dendritic cells	574
Homo_sapiens	GPR183	SRA769176_SRS3747747	5	T cells	T cells	577
Homo_sapiens	GPR183	SRA767234_SRS3741870	13	Tonsil CD14+ cells	Dendritic cells	588
Homo_sapiens	GPR183	SRA703206_SRS3296613	17	Colon (Ulcerative Colitis)	T cells	603
Homo_sapiens	GPR183	SRA711898_SRS3349280	6	Tonsil	Dendritic cells	612
Homo_sapiens	GPR183	SRA740174_SRS3548783	7	Bone marrow	Langerhans cells	613
Homo_sapiens	GPR183	SRA779509_SRS3805262	14	Bone marrow	Erythroid-like and erythroid precursor cells	614
Homo_sapiens	GPR183	SRA713577_SRS3363004	12	Peripheral blood mononuclear cells	Plasmacytoid dendritic cells	667
Homo_sapiens	GPR183	SRA767234_SRS3741870	5	Tonsil CD14+ cells	Dendritic cells	722
Homo_sapiens	GPR183	SRA719952_SRS3407249	3	NK cells	NK cells	768
Homo_sapiens	GPR183	SRA721637_SRS3416994	5	B cells	B cells	773
Homo_sapiens	GPR183	SRA711898_SRS3349280	11	Tonsil	Dendritic cells	837
Homo_sapiens	GPR183	SRA749327_SRS3693910	9	PBMC	Dendritic cells	980
Homo_sapiens	GPR183	SRA701877_SRS3279693	13	Pancreatic islets	Langerhans cells	1016
Homo_sapiens	GPR183	SRA719952_SRS3407249	16	NK cells	NK cells	1098
Homo_sapiens	IFNGR1	SRA640325_SRS2769050	15	Lung distal alveolar stromal cells	Endothelial cells	59
Homo_sapiens	IFNGR1	SRA850958_SRS4386113	8	Substantia nigra	Unknown	160
Homo_sapiens	IFNGR1	SRA850958_SRS4386112	8	Substantia nigra	Unknown	170
Homo_sapiens	IFNGR1	SRA691388_SRS3173555	7	Breast epithelium	Luminal epithelial cells	178
Homo_sapiens	IFNGR1	SRA826293_SRS4181127	8	Testis	Dendritic cells	221
Homo_sapiens	IFNGR1	SRA691388_SRS3173555	1	Breast epithelium	Basal cells	241
Homo_sapiens	IFNGR1	SRA850958_SRS4386112	9	Substantia nigra	Oligodendrocytes	245
Homo_sapiens	IFNGR1	SRA767234_SRS3741870	3	Tonsil CD14+ cells	Dendritic cells	248
Homo_sapiens	IFNGR1	SRA742961_SRS3565196	9	Prostate	Keratinocytes	249
Homo_sapiens	IFNGR1	SRA711898_SRS3349280	4	Tonsil	Dendritic cells	262
Homo_sapiens	IFNGR1	SRA667709_SRS3065426	10	Testicle	Dendritic cells	272
Homo_sapiens	IFNGR1	SRA742961_SRS3565209	10	Prostate	Langerhans cells	272
Homo_sapiens	IFNGR1	SRA667709_SRS3065430	15	Testicle	Dendritic cells	274
Homo_sapiens	IFNGR1	SRA645804_SRS2823407	21	Testis	Dendritic cells	274
Homo_sapiens	IFNGR1	SRA640325_SRS2769050	16	Lung distal alveolar stromal cells	T cells	280
Homo_sapiens	IFNGR1	SRA667709_SRS3065427	9	Testicle	Dendritic cells	293
Homo_sapiens	IFNGR1	SRA667709_SRS3065431	12	Testicle	Dendritic cells	294
Homo_sapiens	IFNGR1	SRA691388_SRS3173555	3	Breast epithelium	Cholangiocytes	301
Homo_sapiens	IFNGR1	SRA850958_SRS4386109	8	Substantia nigra	Unknown	302
Homo_sapiens	IFNGR1	SRA768499_SRS3744980	5	NK cells from spleen	Gamma delta T cells	307
Homo_sapiens	IFNGR1	SRA667709_SRS3065429	11	Testicle	Dendritic cells	329
Homo_sapiens	IFNGR1	SRA826293_SRS4181130	6	Testis	Dendritic cells	340
Homo_sapiens	IFNGR1	SRA691388_SRS3173555	6	Breast epithelium	Basal cells	347
Homo_sapiens	IFNGR1	SRA742961_SRS3565202	9	Prostate	Ductal cells	352
Homo_sapiens	IFNGR1	SRA742961_SRS3565197	7	Prostate	Ductal cells	358
Homo_sapiens	IFNGR1	SRA691388_SRS3173555	0	Breast epithelium	Ductal cells	362
Homo_sapiens	IFNGR1	SRA767234_SRS3741870	1	Tonsil CD14+ cells	Dendritic cells	370
Homo_sapiens	IFNGR1	SRA742961_SRS3565211	15	Prostate	Basal cells	374
Homo_sapiens	IFNGR1	SRA645804_SRS2823412	14	Testis	Dendritic cells	377
Homo_sapiens	IFNGR1	SRA716153_SRS3384792	3	CD34+ cord blood cells	Langerhans cells	386
Homo_sapiens	IFNGR1	SRA711898_SRS3349280	0	Tonsil	Dendritic cells	387
Homo_sapiens	IFNGR1	SRA728025_SRS3454421	3	Inflamed area of colon	Epithelial cells	391
Homo_sapiens	IFNGR1	SRA716608_SRS3391632	6	Liver	Dendritic cells	394
Homo_sapiens	IFNGR1	SRA711898_SRS3349280	10	Tonsil	Dendritic cells	395
Homo_sapiens	IFNGR1	SRA661790_SRS2995082	1	Monocyte-derived macrophages	Unknown	397
Homo_sapiens	IFNGR1	SRA667709_SRS3065428	13	Testicle	Dendritic cells	401
Homo_sapiens	IFNGR1	SRA826293_SRS4181127	13	Testis	Endothelial cells	403
Homo_sapiens	IFNGR1	SRA878024_SRS4660846	8	Lungs	Dendritic cells	417
Homo_sapiens	IFNGR1	SRA691388_SRS3173555	4	Breast epithelium	Unknown	421
Homo_sapiens	IFNGR1	SRA716608_SRS3391629	9	Liver	Macrophages	421
Homo_sapiens	IFNGR1	SRA826293_SRS4181128	18	Testis	Dendritic cells	428
Homo_sapiens	IFNGR1	SRA640325_SRS2769051	17	Lung proximal airway stromal cells	Endothelial cells	433
Homo_sapiens	IFNGR1	SRA742961_SRS3565196	5	Prostate	Basal cells	433
Homo_sapiens	IFNGR1	SRA716608_SRS3391629	11	Liver	Dendritic cells	435
Homo_sapiens	IFNGR1	SRA742961_SRS3565201	10	Prostate	Salivary mucous cells	436
Homo_sapiens	IFNGR1	SRA703206_SRS3296611	15	Colon	Endothelial cells	441
Homo_sapiens	IFNGR1	SRA878024_SRS4660848	2	Lungs	Langerhans cells	442
Homo_sapiens	IFNGR1	SRA742961_SRS3565196	4	Prostate	Basal cells	448
Homo_sapiens	IFNGR1	SRA767234_SRS3741870	6	Tonsil CD14+ cells	Dendritic cells	449
Homo_sapiens	IFNGR1	SRA661790_SRS2995084	4	Monocyte-derived macrophages	Langerhans cells	453
Homo_sapiens	IFNGR1	SRA716153_SRS3384792	5	CD34+ cord blood cells	Dendritic cells	457
Homo_sapiens	IFNGR1	SRA742961_SRS3565210	17	Prostate	Basal cells	464
Homo_sapiens	IFNGR1	SRA711898_SRS3349280	8	Tonsil	Dendritic cells	472
Homo_sapiens	IFNGR1	SRA691388_SRS3173555	10	Breast epithelium	Ductal cells	472
Homo_sapiens	IFNGR1	SRA728025_SRS3454421	7	Inflamed area of colon	Epithelial cells	481
Homo_sapiens	IFNGR1	SRA742961_SRS3565211	16	Prostate	Basal cells	483
Homo_sapiens	IFNGR1	SRA691388_SRS3173555	9	Breast epithelium	Fibroblasts	492
Homo_sapiens	IFNGR1	SRA640325_SRS2769050	11	Lung distal alveolar stromal cells	Basal cells	506
Homo_sapiens	IFNGR1	SRA711898_SRS3349280	3	Tonsil	Dendritic cells	509
Homo_sapiens	IFNGR1	SRA767234_SRS3741870	13	Tonsil CD14+ cells	Dendritic cells	513
Homo_sapiens	IFNGR1	SRA742961_SRS3565211	0	Prostate	Basal cells	517
Homo_sapiens	IFNGR1	SRA850958_SRS4386111	3	Substantia nigra	Oligodendrocytes	524
Homo_sapiens	IFNGR1	SRA640325_SRS2769051	4	Lung proximal airway stromal cells	Fibroblasts	531
Homo_sapiens	IFNGR1	SRA645804_SRS2823408	22	Testis	Dendritic cells	532
Homo_sapiens	IFNGR1	SRA701877_SRS3279693	13	Pancreatic islets	Langerhans cells	543
Homo_sapiens	IFNGR1	SRA826293_SRS4181127	3	Testis	Endothelial cells	546
Homo_sapiens	IFNGR1	SRA767234_SRS3741870	5	Tonsil CD14+ cells	Dendritic cells	548
Homo_sapiens	IFNGR1	SRA691388_SRS3173555	2	Breast epithelium	Ductal cells	552
Homo_sapiens	IFNGR1	SRA826293_SRS4181128	9	Testis	Endothelial cells	570
Homo_sapiens	IFNGR1	SRA640325_SRS2769050	1	Lung distal alveolar stromal cells	Fibroblasts	576
Homo_sapiens	IFNGR1	SRA742961_SRS3565210	10	Prostate	Endothelial cells	581
Homo_sapiens	IFNGR1	SRA742961_SRS3565211	3	Prostate	Basal cells	587
Homo_sapiens	IFNGR1	SRA640325_SRS2769051	7	Lung proximal airway stromal cells	Basal cells	604
Homo_sapiens	IFNGR1	SRA767234_SRS3741870	12	Tonsil CD14+ cells	Dendritic cells	624
Homo_sapiens	IFNGR1	SRA767234_SRS3741870	7	Tonsil CD14+ cells	Dendritic cells	632
Homo_sapiens	IFNGR1	SRA661790_SRS2995084	6	Monocyte-derived macrophages	Langerhans cells	639
Homo_sapiens	IFNGR1	SRA850958_SRS4386109	1	Substantia nigra	Oligodendrocytes	639
Homo_sapiens	IFNGR1	SRA703206_SRS3296611	10	Colon	Endothelial cells	647
Homo_sapiens	IFNGR1	SRA711898_SRS3349280	14	Tonsil	Dendritic cells	648
Homo_sapiens	IFNGR1	SRA661790_SRS2995082	6	Monocyte-derived macrophages	Unknown	656
Homo_sapiens	IFNGR1	SRA667709_SRS3065426	2	Testicle	Endothelial cells	662
Homo_sapiens	IFNGR1	SRA711898_SRS3349280	1	Tonsil	Dendritic cells	667
Homo_sapiens	IFNGR1	SRA661790_SRS2995081	4	Monocyte-derived macrophages	Unknown	680
Homo_sapiens	IFNGR1	SRA667709_SRS3065427	14	Testicle	Endothelial cells	681
Homo_sapiens	IFNGR1	SRA742961_SRS3565210	8	Prostate	Basal cells	686
Homo_sapiens	IFNGR1	SRA711898_SRS3349280	2	Tonsil	Dendritic cells	697
Homo_sapiens	IFNGR1	SRA711898_SRS3349280	7	Tonsil	Dendritic cells	700
Homo_sapiens	IFNGR1	SRA667709_SRS3065429	15	Testicle	Endothelial cells	711
Homo_sapiens	IFNGR1	SRA640325_SRS2769051	3	Lung proximal airway stromal cells	Fibroblasts	715
Homo_sapiens	IFNGR1	SRA749327_SRS3693910	9	PBMC	Dendritic cells	728
Homo_sapiens	IFNGR1	SRA826293_SRS4181128	6	Testis	Endothelial cells	728
Homo_sapiens	IFNGR1	SRA826293_SRS4181129	7	Testis	Endothelial cells	729
Homo_sapiens	IFNGR1	SRA640325_SRS2769050	7	Lung distal alveolar stromal cells	Fibroblasts	732
Homo_sapiens	IFNGR1	SRA605557_SRS2493625	2	Cd14+ monocytes	Dendritic cells	737
Homo_sapiens	IFNGR1	SRA605365_SRS2492922	5	Nasal airway epithelium	Basal cells	738
Homo_sapiens	IFNGR1	SRA691388_SRS3173556	5	Breast epithelium	Basal cells	767
Homo_sapiens	IFNGR1	SRA691388_SRS3173556	1	Breast epithelium	Basal cells	780
Homo_sapiens	IFNGR1	SRA645804_SRS2823412	19	Testis	Endothelial cells	782
Homo_sapiens	IFNGR1	SRA703206_SRS3296612	13	Colon	Endothelial cells	801
Homo_sapiens	IFNGR1	SRA850958_SRS4386110	1	Substantia nigra	Oligodendrocytes	809
Homo_sapiens	IFNGR1	SRA640325_SRS2769051	9	Lung proximal airway stromal cells	Luminal epithelial cells	814
Homo_sapiens	IFNGR1	SRA742961_SRS3565211	6	Prostate	Basal cells	819
Homo_sapiens	IFNGR1	SRA691388_SRS3173556	0	Breast epithelium	Basal cells	837
Homo_sapiens	IFNGR1	SRA640325_SRS2769051	1	Lung proximal airway stromal cells	Fibroblasts	844
Homo_sapiens	IFNGR1	SRA605365_SRS2492922	7	Nasal airway epithelium	Luminal epithelial cells	848
Homo_sapiens	IFNGR1	SRA742961_SRS3565196	11	Prostate	Basal cells	848
Homo_sapiens	IFNGR1	SRA661790_SRS2995081	6	Monocyte-derived macrophages	Macrophages	894
Homo_sapiens	IFNGR1	SRA711898_SRS3349280	6	Tonsil	Dendritic cells	910
Homo_sapiens	IFNGR1	SRA716153_SRS3384792	10	CD34+ cord blood cells	Langerhans cells	935
Homo_sapiens	IFNGR1	SRA691388_SRS3173556	12	Breast epithelium	Basal cells	939
Homo_sapiens	IFNGR1	SRA645804_SRS3572594	12	Testis	Endothelial cells	940
Homo_sapiens	IFNGR1	SRA703206_SRS3296613	4	Colon (Ulcerative Colitis)	Endothelial cells	946
