,CENPE,TOP2A,PRC1,KIF4,KIF11,CIT,NUSAP1,RAD51B,CENPF,CEP128,DIAPH3,MKI67,CENPP
Neurons,0,0,0,0,0,9,0,0,0,0,0,0,0
