,IL1R1,ZBTB16,IGF1R,IL7R,LARGE1,PLCB4,ADAM12,MYO1E,TMEM176B,IL23R,TMEM176A,CLNK,PARD3
Endothelial cells,0,0,4,0,0,0,0,0,0,0,0,0,0
